Gene,Annotation,Presence_pattern,Functional_category,M5_locus,M6_locus,M8_locus,I6_locus,In_novel_region
group_867,Alpha-glucosidase/alpha-galactosidase,core,other,NKFIDM_06627,KMIGAE_06627,ILIHOP_06627,cds-WP_036618314.1,no
group_866,Fibronectin type-III domain-containing protein,core,other,NKFIDM_05900,KMIGAE_05900,ILIHOP_05900,cds-WP_051985225.1,no
group_865,XRE family transcriptional regulator,core,regulatory,NKFIDM_05454,KMIGAE_05454,ILIHOP_05455,cds-WP_306308153.1,no
hemA,glutamyl-tRNA reductase,core,ribosomal_translation,NKFIDM_05045,KMIGAE_05045,ILIHOP_05045,cds-WP_036620470.1,no
group_863,MFS transporter,core,transport,NKFIDM_03870,KMIGAE_03870,ILIHOP_03870,cds-WP_036622136.1,no
group_862,transcriptional regulator,core,regulatory,NKFIDM_00009,KMIGAE_00009,ILIHOP_00009,cds-WP_338112988.1,no
group_860,Fe-S cluster assembly protein SufB,core,other,NKFIDM_04933,KMIGAE_04933,ILIHOP_04933,cds-WP_155621451.1,no
group_859,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02601,KMIGAE_02601,ILIHOP_02601,cds-WP_240751659.1,no
sufB,Fe-S cluster assembly protein SufB,core,other,NKFIDM_01872,KMIGAE_01872,ILIHOP_01872,cds-WP_036624770.1,no
group_858,Major Facilitator Superfamily protein,core,other,NKFIDM_01456,KMIGAE_01456,ILIHOP_01456,cds-WP_155619974.1,no
group_857,MATE efflux family protein,core,drug_efflux,NKFIDM_00649,KMIGAE_00649,ILIHOP_00649,cds-WP_155620937.1,no
group_855,Flagellar hook-associated protein 2,core,cell_envelope_motility,NKFIDM_05938,KMIGAE_05938,ILIHOP_05938,cds-WP_036619305.1,no
group_854,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,core,metabolism_enzyme,NKFIDM_04335,KMIGAE_04335,ILIHOP_04335,cds-WP_413773843.1,no
araJ,MFS transporter,core,transport,NKFIDM_04010,KMIGAE_04010,ILIHOP_04010,cds-WP_036621919.1,no
group_852,Ammonium transporter,core,transport,NKFIDM_02134,KMIGAE_02134,ILIHOP_02134,cds-WP_036624254.1,no
group_851,Aminotransferase class I and II family protein,core,metabolism_enzyme,NKFIDM_00520,KMIGAE_00520,ILIHOP_00520,cds-WP_124332837.1,no
glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,core,metabolism_enzyme,NKFIDM_00058,KMIGAE_00058,ILIHOP_00058,cds-WP_036618133.1,no
group_849,Glycosyl hydrolases 28 family protein,core,metabolism_enzyme,NKFIDM_04787,KMIGAE_04787,ILIHOP_04787,cds-WP_036620780.1,no
group_848,Dockerin type 1 domain protein,core,toxin_antitoxin,NKFIDM_04463,KMIGAE_04463,ILIHOP_04463,cds-WP_227872824.1,no
group_847,histidine kinase,core,metabolism_enzyme,NKFIDM_04456,KMIGAE_04456,ILIHOP_04456,cds-WP_240751896.1,no
hslU,ATP-dependent protease ATPase subunit HslU,core,metabolism_enzyme,NKFIDM_03796,KMIGAE_03796,ILIHOP_03796,cds-WP_213509526.1,no
group_846,Radical SAM superfamily protein,core,other,NKFIDM_01217,KMIGAE_01217,ILIHOP_01217,cds-WP_155620774.1,no
group_845,Bacterial Cytochrome Ubiquinol Oxidase family protein,core,other,NKFIDM_06177,KMIGAE_06177,ILIHOP_06177,cds-WP_373281406.1,no
cysS,cysteine--tRNA ligase,core,ribosomal_translation,NKFIDM_05777,KMIGAE_05777,ILIHOP_05777,cds-WP_124333528.1,no
group_844,Secreted protein,core,other,NKFIDM_05253,KMIGAE_05253,ILIHOP_05253,cds-WP_240752044.1,no
group_843,DUF4349 domain-containing protein,core,hypothetical_DUF,NKFIDM_03903,KMIGAE_03903,ILIHOP_03903,cds-WP_155620370.1,no
group_841,PTS sugar transporter subunit IIA,core,transport,NKFIDM_01051,KMIGAE_01051,ILIHOP_01051,cds-WP_213509944.1,no
group_840,glucuronate isomerase,core,metabolism_enzyme,NKFIDM_00243,KMIGAE_00243,ILIHOP_00243,cds-WP_240752264.1,no
group_839,Diguanylate cyclase,core,other,NKFIDM_06200,KMIGAE_06200,ILIHOP_06200,cds-WP_036619085.1,no
gndA,NADP-dependent phosphogluconate dehydrogenase,core,metabolism_enzyme,NKFIDM_04260,KMIGAE_04260,ILIHOP_04260,cds-WP_155619817.1,no
group_838,Family 1 glycosylhydrolase,core,metabolism_enzyme,NKFIDM_04199,KMIGAE_04199,ILIHOP_04199,cds-WP_036621615.1,no
group_837,Flagellar Assembly Protein A N-terminal region domain-containing protein,core,cell_envelope_motility,NKFIDM_03762,KMIGAE_03762,ILIHOP_03762,cds-WP_371861068.1,no
group_836,MFS transporter,core,transport,NKFIDM_02288,KMIGAE_02288,ILIHOP_02288,cds-WP_036624059.1,no
group_835,DNTP triphosphohydrolase,core,metabolism_enzyme,NKFIDM_01018,KMIGAE_01018,ILIHOP_01018,cds-WP_036625935.1,no
group_834,Amino acid permease,core,transport,NKFIDM_06165,KMIGAE_06165,ILIHOP_06165,cds-WP_036619121.1,no
group_833,FAD-binding protein,core,other,NKFIDM_02829,KMIGAE_02829,ILIHOP_02829,cds-WP_036623686.1,no
group_832,Erythromycin esterase family protein,core,metabolism_enzyme,NKFIDM_01086,KMIGAE_01086,ILIHOP_01086,cds-WP_155620805.1,no
group_830,Phage late control D family protein,core,phage,NKFIDM_00217,KMIGAE_00217,ILIHOP_00217,cds-WP_155619673.1,no
argH,argininosuccinate lyase,core,metabolism_enzyme,NKFIDM_05878,KMIGAE_05878,ILIHOP_05878,cds-WP_240752132.1,no
group_829,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_05796,KMIGAE_05796,ILIHOP_05796,cds-WP_240752098.1,no
group_828,Phage tail sheath family protein,core,phage,NKFIDM_05625,KMIGAE_05625,ILIHOP_05625,cds-WP_240751959.1,no
arcD,arginine-ornithine antiporter,core,transport,NKFIDM_04672,KMIGAE_04672,ILIHOP_04672,cds-WP_036620880.1,no
flhF,flagellar biosynthesis protein FlhF,core,cell_envelope_motility,NKFIDM_03771,KMIGAE_03771,ILIHOP_03771,cds-WP_124332724.1,no
group_827,Glucose / Sorbosone dehydrogenase family protein,core,metabolism_enzyme,NKFIDM_03516,KMIGAE_03516,ILIHOP_03516,cds-WP_036622617.1,no
group_826,dihydrolipoyl dehydrogenase,core,metabolism_enzyme,NKFIDM_03124,KMIGAE_03124,ILIHOP_03124,cds-WP_155620150.1,no
hydG,[FeFe] hydrogenase H-cluster radical SAM maturase HydG,core,other,NKFIDM_01963,KMIGAE_01963,ILIHOP_01963,cds-WP_036624456.1,no
group_825,Sensory box protein,core,other,NKFIDM_01388,KMIGAE_01388,ILIHOP_01388,cds-WP_036625544.1,no
group_824,pyruvate kinase,core,metabolism_enzyme,NKFIDM_00492,KMIGAE_00492,ILIHOP_00492,cds-WP_036626737.1,no
group_823,histidine kinase,core,metabolism_enzyme,NKFIDM_00204,KMIGAE_00204,ILIHOP_00204,cds-WP_240752263.1,no
group_822,DHA2 family efflux MFS transporter permease subunit,core,drug_efflux,NKFIDM_03018,KMIGAE_03018,ILIHOP_03018,cds-WP_240751720.1,no
group_821,PDZ domain-containing protein,core,other,NKFIDM_05866,KMIGAE_05866,ILIHOP_05866,cds-WP_240752127.1,no
group_820,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_06621,KMIGAE_06621,ILIHOP_06621,cds-WP_240752243.1,no
group_819,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_05599,KMIGAE_05599,ILIHOP_05599,cds-WP_036619649.1,no
lpdA,dihydrolipoyl dehydrogenase,core,metabolism_enzyme,NKFIDM_04104,KMIGAE_04104,ILIHOP_04104,cds-WP_036621795.1,no
group_817,beta-fructofuranosidase,core,other,NKFIDM_02364,KMIGAE_02364,ILIHOP_02364,cds-WP_170179957.1,no
pyk,pyruvate kinase,core,metabolism_enzyme,NKFIDM_02003,KMIGAE_02003,ILIHOP_02003,cds-WP_036624399.1,no
group_816,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_00017,KMIGAE_00017,ILIHOP_00017,cds-WP_240752254.1,no
leuC,3-isopropylmalate dehydratase large subunit,core,other,NKFIDM_02742,KMIGAE_02742,ILIHOP_02742,cds-WP_036623769.1,no
group_815,extracellular solute-binding protein,core,other,NKFIDM_02693,KMIGAE_02693,ILIHOP_02693,cds-WP_371860969.1,no
group_814,ACT domain protein,core,other,NKFIDM_06315,KMIGAE_06315,ILIHOP_06315,cds-WP_124332379.1,no
group_813,DEAD/DEAH box helicase,core,other,NKFIDM_06138,KMIGAE_06138,ILIHOP_06138,cds-WP_115311328.1,no
murD,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,core,metabolism_enzyme,NKFIDM_04333,KMIGAE_04333,ILIHOP_04333,cds-WP_155619905.1,no
group_812,MDR family MFS transporter,core,transport,NKFIDM_03318,KMIGAE_03318,ILIHOP_03318,cds-WP_213510708.1,no
group_811,non-oxidative hydroxyarylic acid decarboxylases subunit C,core,other,NKFIDM_03001,KMIGAE_03001,ILIHOP_03001,cds-WP_155620614.1,no
group_810,protoporphyrinogen oxidase,core,other,NKFIDM_02090,KMIGAE_02090,ILIHOP_02090,cds-WP_155621181.1,no
glnA,type I glutamate--ammonia ligase,core,metabolism_enzyme,NKFIDM_01827,KMIGAE_01827,ILIHOP_01827,cds-WP_036624862.1,no
group_809,D-alanyl-D-alanine carboxypeptidase family protein,core,metabolism_enzyme,NKFIDM_00110,KMIGAE_00110,ILIHOP_00110,cds-WP_036627191.1,no
uxaC,glucuronate isomerase,core,metabolism_enzyme,NKFIDM_03871,KMIGAE_03871,ILIHOP_03871,cds-WP_240751837.1,no
group_808,Aminotransferase class I and II family protein,core,metabolism_enzyme,NKFIDM_00767,KMIGAE_00767,ILIHOP_00767,cds-WP_051985731.1,no
group_807,ATP-grasp domain protein,core,other,NKFIDM_00728,KMIGAE_00728,ILIHOP_00728,cds-WP_240752347.1,no
group_806,tRNA(Ile)-lysidine synthase,core,ribosomal_translation,NKFIDM_00085,KMIGAE_00085,ILIHOP_00085,cds-WP_155621550.1,no
group_803,YbbR-like domain-containing protein,core,other,NKFIDM_05690,KMIGAE_05690,ILIHOP_05690,cds-WP_155621535.1,no
tig,trigger factor,core,sporulation,NKFIDM_05054,KMIGAE_05054,ILIHOP_05054,cds-WP_036620454.1,no
group_801,cardiolipin synthase,core,metabolism_enzyme,NKFIDM_01542,KMIGAE_01542,ILIHOP_01542,cds-WP_036625291.1,no
yfcC,Putative basic amino acid antiporter YfcC,core,transport,NKFIDM_01367,KMIGAE_01367,ILIHOP_01367,cds-WP_155619996.1,no
group_800,Exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase family protein,core,metabolism_enzyme,NKFIDM_00619,KMIGAE_00619,ILIHOP_00619,cds-WP_124332812.1,no
group_799,Polysaccharide deacetylase family protein,core,other,NKFIDM_04840,KMIGAE_04840,ILIHOP_04840,cds-WP_240752012.1,no
group_798,Beta-lactamase family protein,core,other,NKFIDM_03838,KMIGAE_03838,ILIHOP_03838,cds-WP_051985398.1,no
group_797,Flagellar hook-length control protein FliK,core,cell_envelope_motility,NKFIDM_03786,KMIGAE_03786,ILIHOP_03786,cds-WP_240751829.1,no
group_796,Beta-xylosidase,core,other,NKFIDM_03497,KMIGAE_03497,ILIHOP_03497,cds-WP_124332004.1,no
group_795,SWIM zinc finger family protein,core,sporulation,NKFIDM_03316,KMIGAE_03316,ILIHOP_03316,cds-WP_155619398.1,no
group_794,histidine kinase,core,metabolism_enzyme,NKFIDM_03294,KMIGAE_03294,ILIHOP_03294,cds-WP_240751778.1,no
group_793,Drug resistance MFS transporter drug:H+ antiporter-2 family protein,core,drug_efflux,NKFIDM_02916,KMIGAE_02916,ILIHOP_02916,3_refound_67_pseudo,no
hemG,protoporphyrinogen oxidase,core,other,NKFIDM_01988,KMIGAE_01988,ILIHOP_01988,cds-WP_124331636.1,no
group_792,Class C beta-lactamase-related serine hydrolase,core,metabolism_enzyme,NKFIDM_01033,KMIGAE_01033,ILIHOP_01033,cds-WP_036625924.1,no
group_791,glycoside hydrolase family 64 protein,core,metabolism_enzyme,NKFIDM_04616,KMIGAE_04616,ILIHOP_04616,cds-WP_240751913.1,no
group_789,PTS system mannitol-specific EIICB component,core,other,NKFIDM_04855,KMIGAE_04855,ILIHOP_04855,cds-WP_051985322.1,no
group_788,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,core,metabolism_enzyme,NKFIDM_04101,KMIGAE_04101,ILIHOP_04101,cds-WP_124333690.1,no
group_787,histidine kinase,core,metabolism_enzyme,NKFIDM_04040,KMIGAE_04040,ILIHOP_04040,cds-WP_124332655.1,no
glgA,glycogen synthase GlgA,core,metabolism_enzyme,NKFIDM_03152,KMIGAE_03152,ILIHOP_03152,cds-WP_155620137.1,no
group_786,hypothetical protein,core,hypothetical_DUF,NKFIDM_03003,KMIGAE_03003,ILIHOP_03003,cds-WP_036623245.1,no
nifB,nitrogenase cofactor biosynthesis protein NifB,core,other,NKFIDM_02751,KMIGAE_02751,ILIHOP_02751,cds-WP_051985504.1,no
group_785,Carboxypeptidase regulatory-like domain-containing protein,core,metabolism_enzyme,NKFIDM_02269,KMIGAE_02269,ILIHOP_02269,cds-WP_213510024.1,no
group_784,histidine kinase,core,metabolism_enzyme,NKFIDM_00859,KMIGAE_00859,ILIHOP_00859,cds-WP_411828946.1,no
group_783,FAD-dependent protein C-terminal domain-containing protein,core,other,NKFIDM_00627,KMIGAE_00627,ILIHOP_00627,cds-WP_036626569.1,no
gatB,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,core,ribosomal_translation,NKFIDM_05519,KMIGAE_05519,ILIHOP_05519,cds-WP_213510906.1,no
group_782,Tagaturonate reductase,core,metabolism_enzyme,NKFIDM_04794,KMIGAE_04794,ILIHOP_04794,cds-WP_240751993.1,no
group_781,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_04291,KMIGAE_04291,ILIHOP_04291,cds-WP_155619807.1,no
group_780,Erythromycin esterase,core,metabolism_enzyme,NKFIDM_02428,KMIGAE_02428,ILIHOP_02428,cds-WP_036623953.1,no
group_779,6-phospho-beta-glucosidase,core,other,NKFIDM_02323,KMIGAE_02323,ILIHOP_02323,cds-WP_036624031.1,no
group_778,Bifunctional metallophosphatase/5'-nucleotidase,core,metabolism_enzyme,NKFIDM_01876,KMIGAE_01876,ILIHOP_01876,cds-WP_036624759.1,no
group_777,histidine kinase,core,metabolism_enzyme,NKFIDM_01374,KMIGAE_01374,ILIHOP_01374,cds-WP_155619993.1,no
group_776,Beta-lactamase family protein,core,other,NKFIDM_00816,KMIGAE_00816,ILIHOP_00816,cds-WP_051985716.1,no
group_775,6-phospho-beta-glucosidase,core,other,NKFIDM_00717,KMIGAE_00717,ILIHOP_00717,cds-WP_036626469.1,no
group_774,Glycoside hydrolase family 1 protein,core,metabolism_enzyme,NKFIDM_00410,KMIGAE_00410,ILIHOP_00410,cds-WP_124333415.1,no
group_773,hypothetical protein,core,hypothetical_DUF,NKFIDM_06523,KMIGAE_06523,ILIHOP_06523,3_refound_140,no
group_772,sucrose phosphorylase,core,other,NKFIDM_06003,KMIGAE_06003,ILIHOP_06003,cds-WP_240752161.1,no
group_771,6-phospho-beta-glucosidase,core,other,NKFIDM_02624,KMIGAE_02624,ILIHOP_02624,cds-WP_124332869.1,no
group_770,O-Glycosyl hydrolase 30 family protein,core,metabolism_enzyme,NKFIDM_01298,KMIGAE_01298,ILIHOP_01298,cds-WP_240752439.1,no
ycnB,MFS-type transporter YcnB,core,transport,NKFIDM_01230,KMIGAE_01230,ILIHOP_01230,cds-WP_036625742.1,no
group_769,histidine kinase,core,metabolism_enzyme,NKFIDM_04012,KMIGAE_04012,ILIHOP_04012,cds-WP_155619866.1,no
group_768,Aminotransferase class I and II family protein,core,metabolism_enzyme,NKFIDM_02477,KMIGAE_02477,ILIHOP_02477,cds-WP_240751597.1,no
group_767,histidine kinase,core,metabolism_enzyme,NKFIDM_01355,KMIGAE_01355,ILIHOP_01355,cds-WP_155620000.1,no
mutY,A/G-specific adenine glycosylase,core,other,NKFIDM_00933,KMIGAE_00933,ILIHOP_00933,cds-WP_036626215.1,no
group_764,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02820,KMIGAE_02820,ILIHOP_02820,cds-WP_124332938.1,no
group_763,CwlV,core,other,NKFIDM_02746,KMIGAE_02746,ILIHOP_02746,cds-WP_420874619.1,no
ctpB,Carboxy-terminal processing protease CtpB,core,metabolism_enzyme,NKFIDM_05867,KMIGAE_05867,ILIHOP_05867,cds-WP_240752128.1,no
group_762,PTS sugar transporter subunit IIC,core,transport,NKFIDM_04195,KMIGAE_04195,ILIHOP_04195,cds-WP_036621624.1,no
proS,proline--tRNA ligase,core,ribosomal_translation,NKFIDM_03750,KMIGAE_03750,ILIHOP_03750,cds-WP_036622322.1,no
group_761,Arylsulfotransferase family protein,core,metabolism_enzyme,NKFIDM_01682,KMIGAE_01682,ILIHOP_01682,cds-WP_240752484.1,no
group_760,Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,core,metabolism_enzyme,NKFIDM_00685,KMIGAE_00685,ILIHOP_00685,cds-WP_240752340.1,no
gatA,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,core,ribosomal_translation,NKFIDM_05520,KMIGAE_05520,ILIHOP_05520,cds-WP_036619746.1,no
group_758,Glycoside hydrolase family 32 protein,core,metabolism_enzyme,NKFIDM_05297,KMIGAE_05297,ILIHOP_05297,cds-WP_240752050.1,no
group_756,nicotinate phosphoribosyltransferase,core,metabolism_enzyme,NKFIDM_03697,KMIGAE_03697,ILIHOP_03697,cds-WP_036622422.1,no
nifD,nitrogenase molybdenum-iron protein alpha chain,core,other,NKFIDM_02753,KMIGAE_02753,ILIHOP_02753,cds-WP_155621420.1,no
group_755,Sulfate transporter family protein,core,transport,NKFIDM_05580,KMIGAE_05580,ILIHOP_05580,cds-WP_227872960.1,no
group_754,Efflux RND transporter periplasmic adaptor subunit,core,drug_efflux,NKFIDM_05310,KMIGAE_05310,ILIHOP_05310,cds-WP_036620020.1,no
group_753,Phage tail sheath family protein,core,phage,NKFIDM_04650,KMIGAE_04650,ILIHOP_04650,cds-WP_155620922.1,no
group_752,histidine kinase,core,metabolism_enzyme,NKFIDM_01823,KMIGAE_01823,ILIHOP_01823,cds-WP_240752501.1,no
katA,catalase KatA,core,other,NKFIDM_01689,KMIGAE_01689,ILIHOP_01689,cds-WP_036625034.1,no
group_751,ABC transporter substrate-binding protein,core,transport,NKFIDM_00966,KMIGAE_00966,ILIHOP_00966,cds-WP_124333253.1,no
group_750,GGDEF domain-containing protein,core,other,NKFIDM_00696,KMIGAE_00696,ILIHOP_00696,cds-WP_227877106.1,no
group_749,Glycoside hydrolase family 1 protein,core,metabolism_enzyme,NKFIDM_00411,KMIGAE_00411,ILIHOP_00411,cds-WP_155619749.1,no
guaB,IMP dehydrogenase,core,metabolism_enzyme,NKFIDM_00109,KMIGAE_00109,ILIHOP_00109,cds-WP_036618052.1,no
group_748,HAMP domain-containing sensor histidine kinase,core,metabolism_enzyme,NKFIDM_05307,KMIGAE_05307,ILIHOP_05307,cds-WP_124333152.1,no
group_747,Sulfatase-like hydrolase/transferase,core,metabolism_enzyme,NKFIDM_02407,KMIGAE_02407,ILIHOP_02407,cds-WP_036623968.1,no
gltX,glutamate--tRNA ligase,core,ribosomal_translation,NKFIDM_05779,KMIGAE_05779,ILIHOP_05779,cds-WP_172531734.1,no
group_745,Amino acid permease family protein,core,transport,NKFIDM_05550,KMIGAE_05550,ILIHOP_05550,cds-WP_036619706.1,no
group_744,Fucose isomerase,core,metabolism_enzyme,NKFIDM_02619,KMIGAE_02619,ILIHOP_02619,cds-WP_036623889.1,no
group_743,Sulfatase-like hydrolase/transferase,core,metabolism_enzyme,NKFIDM_02393,KMIGAE_02393,ILIHOP_02393,cds-WP_036623977.1,no
bglH,Aryl-phospho-beta-D-glucosidase BglH,core,other,NKFIDM_00852,KMIGAE_00852,ILIHOP_00852,cds-WP_124333593.1,no
group_740,DHA2 family efflux MFS transporter permease subunit,core,drug_efflux,NKFIDM_04452,KMIGAE_04452,ILIHOP_04452,cds-WP_036621203.1,no
group_739,Sulfatase-like hydrolase/transferase,core,metabolism_enzyme,NKFIDM_02394,KMIGAE_02394,ILIHOP_02394,3_refound_50_pseudo,no
group_738,LD-transpeptidase catalytic domain protein,core,metabolism_enzyme,NKFIDM_02143,KMIGAE_02143,ILIHOP_02143,cds-WP_213510668.1,no
group_736,Methyl-accepting transducer domain-containing protein,core,other,NKFIDM_00265,KMIGAE_00265,ILIHOP_00265,cds-WP_036627063.1,no
group_735,FAD dependent oxidoreductase family protein,core,metabolism_enzyme,NKFIDM_06252,KMIGAE_06252,ILIHOP_06252,cds-WP_036619014.1,no
group_734,Gp5/Type VI secretion system Vgr protein OB-fold domain-containing protein,core,other,NKFIDM_05400,KMIGAE_05400,ILIHOP_05401,cds-WP_124333192.1,no
rhaB,rhamnulokinase,core,metabolism_enzyme,NKFIDM_04598,KMIGAE_04598,ILIHOP_04598,cds-WP_036620989.1,no
group_733,beta-fructofuranosidase,core,other,NKFIDM_02898,KMIGAE_02898,ILIHOP_02898,cds-WP_036623569.1,no
gtfA,sucrose phosphorylase,core,other,NKFIDM_01282,KMIGAE_01282,ILIHOP_01282,cds-WP_036625670.1,no
group_732,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_05482,KMIGAE_05482,ILIHOP_05482,cds-WP_036619770.1,no
group_731,PDZ domain-containing protein,core,other,NKFIDM_05442,KMIGAE_05442,ILIHOP_05443,cds-WP_240752065.1,no
group_730,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,core,ribosomal_translation,NKFIDM_01744,KMIGAE_01744,ILIHOP_01744,cds-WP_036624954.1,no
group_729,Aminotransferase class I and II family protein,core,metabolism_enzyme,NKFIDM_01327,KMIGAE_01327,ILIHOP_01327,cds-WP_124331856.1,no
group_728,Type II/IV secretion system family protein,core,other,NKFIDM_00468,KMIGAE_00468,ILIHOP_00468,cds-WP_155619771.1,no
selO,Protein adenylyltransferase SelO,core,metabolism_enzyme,NKFIDM_06387,KMIGAE_06387,ILIHOP_06387,cds-WP_413773834.1,no
group_727,Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,core,metabolism_enzyme,NKFIDM_04264,KMIGAE_04264,ILIHOP_04264,cds-WP_036621504.1,no
group_726,Altronate oxidoreductase,core,metabolism_enzyme,NKFIDM_03868,KMIGAE_03868,ILIHOP_03868,cds-WP_082207742.1,no
group_725,Aldehyde dehydrogenase thermostable,core,metabolism_enzyme,NKFIDM_03347,KMIGAE_03347,ILIHOP_03347,cds-WP_230876977.1,no
group_724,Sucrose-6-phosphate hydrolase,core,metabolism_enzyme,NKFIDM_02663,KMIGAE_02663,ILIHOP_02663,cds-WP_124332887.1,no
group_723,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_02600,KMIGAE_02600,ILIHOP_02600,cds-WP_155620398.1,no
iolA,methylmalonate-semialdehyde dehydrogenase,core,metabolism_enzyme,NKFIDM_01930,KMIGAE_01930,ILIHOP_01930,cds-WP_371861012.1,no
group_722,RAMP superfamily protein,core,other,NKFIDM_00808,KMIGAE_00808,ILIHOP_00808,cds-WP_036626394.1,no
group_721,Na+/H+ antiporter subunit D,core,transport,NKFIDM_00389,KMIGAE_00389,ILIHOP_00389,cds-WP_155619738.1,no
lysM,LysM domain protein,core,other,NKFIDM_05034,KMIGAE_05034,ILIHOP_05034,cds-WP_213510068.1,no
group_720,DHA2 family efflux MFS transporter permease subunit,core,drug_efflux,NKFIDM_03434,KMIGAE_03434,ILIHOP_03434,cds-WP_082207764.1,no
purF,amidophosphoribosyltransferase,core,metabolism_enzyme,NKFIDM_01076,KMIGAE_01076,ILIHOP_01076,cds-WP_036625844.1,no
group_718,DHA2 family efflux MFS transporter permease subunit,core,drug_efflux,NKFIDM_06202,KMIGAE_06202,ILIHOP_06202,cds-WP_036619083.1,no
group_717,Amino acid permease,core,transport,NKFIDM_03917,KMIGAE_03917,ILIHOP_03917,cds-WP_036622071.1,no
spoIVA,stage IV sporulation protein A,core,sporulation,NKFIDM_04014,KMIGAE_04014,ILIHOP_04014,cds-WP_124332764.1,no
group_715,4Fe-4S dicluster domain-containing protein,core,other,NKFIDM_01961,KMIGAE_01961,ILIHOP_01961,cds-WP_082207872.1,no
group_713,SAF domain-containing protein,core,other,NKFIDM_04795,KMIGAE_04795,ILIHOP_04795,cds-WP_240751994.1,no
group_712,GerA spore germination family protein,core,sporulation,NKFIDM_03381,KMIGAE_03381,ILIHOP_03381,cds-WP_036622832.1,no
group_711,Glutamate synthase (NADPH/NADH) small chain,core,metabolism_enzyme,NKFIDM_03133,KMIGAE_03133,ILIHOP_03133,cds-WP_124332145.1,no
group_710,Phage phiEco32-like COOH-NH2 ligase-type 2 family protein,core,phage,NKFIDM_03078,KMIGAE_03078,ILIHOP_03078,cds-WP_420874605.1,no
group_709,Sulfatase-like hydrolase/transferase,core,metabolism_enzyme,NKFIDM_02403,KMIGAE_02403,ILIHOP_02403,cds-WP_051985534.1,no
group_708,FAD dependent oxidoreductase family protein,core,metabolism_enzyme,NKFIDM_01678,KMIGAE_01678,ILIHOP_01678,cds-WP_155620489.1,no
araA,L-arabinose isomerase,core,metabolism_enzyme,NKFIDM_04595,KMIGAE_04595,ILIHOP_04595,cds-WP_036620994.1,no
group_706,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase,core,metabolism_enzyme,NKFIDM_04336,KMIGAE_04336,ILIHOP_04336,cds-WP_155619906.1,no
group_705,Altronate dehydratase,core,other,NKFIDM_03867,KMIGAE_03867,ILIHOP_03867,cds-WP_036622138.1,no
group_704,ABC transporter family protein,core,transport,NKFIDM_03395,KMIGAE_03395,ILIHOP_03395,cds-WP_036622814.1,no
group_703,glycerol kinase GlpK,core,metabolism_enzyme,NKFIDM_01886,KMIGAE_01886,ILIHOP_01886,cds-WP_124331668.1,no
group_702,Amino acid/peptide transporter family protein,core,transport,NKFIDM_06590,KMIGAE_06590,ILIHOP_06590,cds-WP_036618371.1,no
group_701,non-reducing end alpha-L-arabinofuranosidase,core,other,NKFIDM_04509,KMIGAE_04509,ILIHOP_04509,cds-WP_036621131.1,no
group_699,Spore germination protein,core,sporulation,NKFIDM_06145,KMIGAE_06145,ILIHOP_06145,cds-WP_240534083.1,no
group_698,PH domain-containing protein,core,other,NKFIDM_04746,KMIGAE_04746,ILIHOP_04746,cds-WP_155620902.1,no
glpK,glycerol kinase GlpK,core,metabolism_enzyme,NKFIDM_02616,KMIGAE_02616,ILIHOP_02616,cds-WP_036623891.1,no
group_697,Bacterial extracellular solute-binding family protein,core,other,NKFIDM_00585,KMIGAE_00585,ILIHOP_00585,cds-WP_240752324.1,no
xylB,xylulokinase,core,metabolism_enzyme,NKFIDM_00581,KMIGAE_00581,ILIHOP_00581,cds-WP_155620721.1,no
mazG,nucleoside triphosphate pyrophosphohydrolase,core,metabolism_enzyme,NKFIDM_00066,KMIGAE_00066,ILIHOP_00066,cds-WP_155621563.1,no
group_696,Glycosyl hydrolase family 20 catalytic domain protein,core,metabolism_enzyme,NKFIDM_03368,KMIGAE_03368,ILIHOP_03368,cds-WP_213510700.1,no
group_694,Hydantoinase B/oxoprolinase family protein,core,other,NKFIDM_02337,KMIGAE_02337,ILIHOP_02337,cds-WP_051985543.1,no
group_693,DUF4179 domain-containing protein,core,hypothetical_DUF,NKFIDM_01465,KMIGAE_01465,ILIHOP_01465,cds-WP_036625432.1,no
