# Efflux Pump Analysis — H7 Assessment
# Date: 2026-03-23

## Summary
M5 efflux pump genes: 521
I6 efflux pump genes: 823
Difference: -302

## M5 efflux genes
Locus_tag	Start	Stop	Product	IS_within_5kb
LMZ02_RS24975	5660625	5661467	carbohydrate ABC transporter permease
LMZ02_RS24980	5661468	5662409	carbohydrate ABC transporter permease
LMZ02_RS25330	5724547	5725350	metal ABC transporter permease
LMZ02_RS25335	5725373	5726134	metal ABC transporter ATP-binding protein
LMZ02_RS25340	5726225	5727250	metal ABC transporter substrate-binding protein
LMZ02_RS25385	5738609	5739436	carbohydrate ABC transporter permease
LMZ02_RS25390	5739436	5740320	carbohydrate ABC transporter permease
LMZ02_RS25400	5741990	5742745	pyruvate formate-lyase-activating protein
LMZ02_RS25405	5742821	5745082	formate C-acetyltransferase
LMZ02_RS25420	5749400	5750209	formate/nitrite transporter family protein
LMZ02_RS25895	5858673	5859965	3-phosphoshikimate 1-carboxyvinyltransferase
LMZ02_RS25900	5859994	5860506	shikimate kinase
LMZ02_RS25920	5863840	5865102	MFS transporter
LMZ02_RS26065	5883823	5885259	ABC transporter substrate-binding protein
LMZ02_RS26070	5885658	5887172	ABC transporter substrate-binding protein
LMZ02_RS26075	5887169	5888059	ABC transporter ATP-binding protein
LMZ02_RS26080	5888063	5890960	ABC transporter permease
LMZ02_RS26085	5890960	5892048	efflux RND transporter periplasmic adaptor subunit
LMZ02_RS26090	5892011	5892859	ABC transporter ATP-binding protein
LMZ02_RS26210	5920497	5921309	MerR family transcriptional regulator
LMZ02_RS26255	5930230	5931135	UDP-N-acetylmuramate dehydrogenase
LMZ02_RS26270	5933638	5935062	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
LMZ02_RS26285	5937455	5938945	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2%2C6-diaminopimelate ligase
LMZ02_RS26335	5953511	5955019	ABC transporter ATP-binding protein
LMZ02_RS26340	5955119	5956060	ABC transporter ATP-binding protein
LMZ02_RS26345	5956057	5957052	ABC transporter ATP-binding protein
LMZ02_RS26350	5957064	5958023	ABC transporter permease
LMZ02_RS26355	5958023	5958955	ABC transporter permease
LMZ02_RS26360	5959136	5960833	peptide ABC transporter substrate-binding protein
LMZ02_RS26390	5965376	5966647	sugar ABC transporter substrate-binding protein
LMZ02_RS26740	6039323	6040156	carbohydrate ABC transporter permease
LMZ02_RS26745	6040160	6041035	carbohydrate ABC transporter permease
LMZ02_RS26750	6041157	6042492	ABC transporter substrate-binding protein
LMZ02_RS26850	6069454	6070767	ABC transporter substrate-binding protein
LMZ02_RS26870	6073380	6074846	MDR family MFS transporter
LMZ02_RS26875	6075035	6075520	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS27010	6104585	6106093	ABC transporter substrate-binding protein
LMZ02_RS27015	6106333	6107271	carbohydrate ABC transporter permease
LMZ02_RS27020	6107293	6108252	ABC transporter permease
LMZ02_RS27075	6120230	6121066	carbohydrate ABC transporter permease
LMZ02_RS27080	6121066	6121956	carbohydrate ABC transporter permease
LMZ02_RS27085	6121968	6123317	ABC transporter substrate-binding protein
LMZ02_RS27210	6147246	6148430	MFS transporter
LMZ02_RS27225	6150683	6151360	ABC transporter ATP-binding protein
LMZ02_RS27230	6151357	6153915	ABC transporter permease
LMZ02_RS27235	6153986	6154087	ABC transporter ATP-binding protein
LMZ02_RS27240	6154084	6154461	ABC transporter permease
LMZ02_RS27290	6165566	6167317	ABC transporter ATP-binding protein
LMZ02_RS27295	6167247	6169064	ABC transporter ATP-binding protein
LMZ02_RS27345	6177817	6179553	ABC transporter ATP-binding protein
LMZ02_RS27350	6179673	6181127	ABC transporter permease
LMZ02_RS27355	6181330	6182505	ABC transporter permease
LMZ02_RS27360	6182548	6184380	ABC transporter substrate-binding protein
LMZ02_RS27370	6185559	6186452	ABC transporter permease subunit
LMZ02_RS27410	6191112	6192002	shikimate dehydrogenase
LMZ02_RS27510	6215283	6217001	ABC transporter substrate-binding protein
LMZ02_RS27515	6217135	6218040	carbohydrate ABC transporter permease
LMZ02_RS27520	6218056	6219054	ABC transporter permease
LMZ02_RS27555	6231235	6232149	carbohydrate ABC transporter permease
LMZ02_RS27560	6232196	6233074	carbohydrate ABC transporter permease
LMZ02_RS27580	6238326	6239159	carbohydrate ABC transporter permease
LMZ02_RS27585	6239156	6240055	carbohydrate ABC transporter permease
LMZ02_RS27590	6240121	6241449	ABC transporter substrate-binding protein
LMZ02_RS27985	6331688	6332563	carbohydrate ABC transporter permease
LMZ02_RS27990	6332597	6333499	ABC transporter permease
LMZ02_RS28050	6344014	6344655	ABC transporter permease
LMZ02_RS28280	6379961	6380923	carbamate kinase
LMZ02_RS28285	6380961	6382376	arginine-ornithine antiporter
LMZ02_RS28315	6387283	6388452	MFS transporter
LMZ02_RS28515	6446829	6448463	MDR family MFS transporter
LMZ02_RS28520	6448484	6448924	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS28535	6450769	6451707	ABC transporter substrate-binding protein
LMZ02_RS28580	6463608	6464465	ABC transporter permease
LMZ02_RS28585	6464880	6465794	carbohydrate ABC transporter permease
LMZ02_RS28630	6475373	6476977	MFS transporter
LMZ02_RS28640	6477652	6478689	ABC transporter substrate-binding protein
LMZ02_RS28645	6478731	6479672	ABC transporter permease
LMZ02_RS28650	6479724	6480506	ABC transporter ATP-binding protein
LMZ02_RS28675	6484416	6485456	protein-glutamate methylesterase/protein-glutamine glutaminase
LMZ02_RS29100	6598199	6599206	FecCD family ABC transporter permease
LMZ02_RS29105	6599203	6600210	FecCD family ABC transporter permease
LMZ02_RS29110	6600228	6601199	iron-hydroxamate ABC transporter substrate-binding protein
LMZ02_RS29135	6604756	6605508	ABC transporter permease
LMZ02_RS29140	6605502	6606278	ABC transporter ATP-binding protein
LMZ02_RS29145	6606259	6607248	ABC transporter substrate-binding protein
LMZ02_RS29175	6611719	6612228	MarR family transcriptional regulator
LMZ02_RS29375	6643905	6645227	UDP-N-acetylmuramate--L-alanine ligase
LMZ02_RS29380	6645287	6646666	bifunctional folylpolyglutamate synthase/dihydrofolate synthase
LMZ02_RS29395	6651538	6652650	ABC transporter permease
LMZ02_RS29400	6652669	6653802	ABC transporter permease
LMZ02_RS29405	6653818	6654759	ABC transporter ATP-binding protein
LMZ02_RS29420	6656433	6657734	glutamate-1-semialdehyde 2%2C1-aminomutase
LMZ02_RS29530	6683065	6684069	ABC transporter permease
LMZ02_RS29535	6684110	6685771	ABC transporter substrate-binding protein
LMZ02_RS29540	6685850	6686830	ABC transporter ATP-binding protein
LMZ02_RS29545	6686827	6687816	ABC transporter ATP-binding protein
LMZ02_RS29580	6691974	6692882	ABC transporter ATP-binding protein
LMZ02_RS29585	6692879	6693586	ABC transporter permease
LMZ02_RS29590	6693600	6694334	ABC transporter permease
LMZ02_RS29685	6713612	6714058	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS29895	6758985	6760700	ABC transporter ATP-binding protein
LMZ02_RS29930	6768542	6769759	ABC transporter permease
LMZ02_RS29935	6769763	6770509	ABC transporter ATP-binding protein
LMZ02_RS30015	6785977	6786726	MerR family transcriptional regulator
LMZ02_RS30135	6813534	6814454	carbohydrate ABC transporter permease
LMZ02_RS30140	6814470	6815393	ABC transporter permease
LMZ02_RS30285	6846103	6846957	carbohydrate ABC transporter permease
LMZ02_RS30290	6846974	6847927	ABC transporter permease
LMZ02_RS30305	6851670	6852935	MFS transporter
LMZ02_RS30440	6889787	6891034	cation:proton antiporter
LMZ02_RS30640	6927051	6927938	MetQ/NlpA family ABC transporter substrate-binding protein
LMZ02_RS30645	6928000	6928668	methionine ABC transporter permease
LMZ02_RS30650	6928668	6929684	methionine ABC transporter ATP-binding protein
LMZ02_RS30720	6948530	6950143	ABC transporter substrate-binding protein
LMZ02_RS30725	6950200	6951081	carbohydrate ABC transporter permease
LMZ02_RS30730	6951382	6952305	ABC transporter permease
LMZ02_RS30740	6954229	6955113	metal ABC transporter permease
LMZ02_RS30745	6955115	6956068	metal ABC transporter permease
LMZ02_RS30750	6956074	6956832	metal ABC transporter ATP-binding protein
LMZ02_RS30755	6956909	6957892	metal ABC transporter solute-binding protein%2C Zn/Mn family
LMZ02_RS30780	6962963	6964420	efflux RND transporter periplasmic adaptor subunit
LMZ02_RS30785	6964417	6965139	ABC transporter ATP-binding protein
LMZ02_RS30790	6965136	6966347	ABC transporter permease
LMZ02_RS30820	6974499	6975668	MFS transporter
LMZ02_RS31010	7012802	7013710	ABC transporter ATP-binding protein
LMZ02_RS31015	7013691	7014839	ABC transporter permease
LMZ02_RS31025	7015523	7016521	UDP-N-acetylmuramate dehydrogenase
LMZ02_RS31115	7031446	7032717	MFS transporter

## Efflux genes near IS elements (within 5 kb)
NKFIDM_00030 (formate--tetrahydrofolate ligase) — nearest IS: NKFIDM_00033 at 3207 bp
NKFIDM_00077 (ABC transporter substrate-binding protein) — nearest IS: NKFIDM_00082 at 4123 bp
NKFIDM_00079 (oligopeptide ABC transporter permease) — nearest IS: NKFIDM_00082 at 2210 bp
NKFIDM_00080 (ABC transporter domain-containing protein) — nearest IS: NKFIDM_00082 at 1218 bp
NKFIDM_00081 (Oligopeptide ABC transporter, ATP-binding protein ) — nearest IS: NKFIDM_00082 at 260 bp
NKFIDM_00381 (MerR family transcriptional regulator) — nearest IS: NKFIDM_00383 at 1334 bp
NKFIDM_00386 (Na+/H+ antiporter subunit A) — nearest IS: NKFIDM_00383 at 2044 bp
NKFIDM_00387 (Na(+)/H(+) antiporter subunit B) — nearest IS: NKFIDM_00383 at 4508 bp
NKFIDM_00388 (Na(+)/H(+) antiporter subunit C) — nearest IS: NKFIDM_00383 at 4932 bp
NKFIDM_00527 (MerR family transcriptional regulator) — nearest IS: NKFIDM_00525 at 1260 bp
NKFIDM_00528 (Efflux RND transporter periplasmic adaptor subunit) — nearest IS: NKFIDM_00525 at 1804 bp
NKFIDM_00529 (AcrB/AcrD/AcrF family protein) — nearest IS: NKFIDM_00525 at 3167 bp
NKFIDM_00704 (Sulfate ABC transporter substrate-binding protein) — nearest IS: NKFIDM_00703 at 970 bp
NKFIDM_00705 (sulfate ABC transporter permease subunit CysT) — nearest IS: NKFIDM_00703 at 2146 bp
NKFIDM_00706 (sulfate ABC transporter permease subunit CysW) — nearest IS: NKFIDM_00703 at 3018 bp
NKFIDM_00742 (ABC transporter permease subunit) — nearest IS: NKFIDM_00740 at 1908 bp
NKFIDM_00880 (ABC transporter permease) — nearest IS: NKFIDM_00878 at 2139 bp
NKFIDM_00882 (ABC transporter family protein) — nearest IS: NKFIDM_00878 at 3317 bp
NKFIDM_00964 (ABC transporter permease subunit) — nearest IS: NKFIDM_00968 at 4536 bp
NKFIDM_00965 (ABC transporter permease subunit) — nearest IS: NKFIDM_00968 at 3668 bp
NKFIDM_00966 (ABC transporter substrate-binding protein) — nearest IS: NKFIDM_00968 at 2069 bp
NKFIDM_00967 (5-methyltetrahydropteroyltriglutamate--homocystein) — nearest IS: NKFIDM_00968 at 794 bp
NKFIDM_00970 (glutamate-1-semialdehyde 2,1-aminomutase) — nearest IS: NKFIDM_00968 at 1899 bp
NKFIDM_01023 (ABC transporter family protein) — nearest IS: NKFIDM_01026 at 2105 bp
NKFIDM_01030 (MarR family protein) — nearest IS: NKFIDM_01026 at 4309 bp
NKFIDM_01084 (ABC transporter family protein) — nearest IS: NKFIDM_01081 at 3000 bp
NKFIDM_01085 (ABC transporter permease) — nearest IS: NKFIDM_01081 at 3821 bp
NKFIDM_01261 (MFS transporter) — nearest IS: NKFIDM_01265 at 4456 bp
NKFIDM_01262 (Daunorubicin/doxorubicin resistance ABC transporte) — nearest IS: NKFIDM_01265 at 3983 bp
NKFIDM_01449 (Efflux transporter, RND family, MFP subunit) — nearest IS: NKFIDM_01451 at 2048 bp
NKFIDM_01450 (ABC transporter permease) — nearest IS: NKFIDM_01451 at 789 bp
NKFIDM_01454 (ABC transporter family protein) — nearest IS: NKFIDM_01451 at 2341 bp
NKFIDM_01472 (ABC transporter permease subunit) — nearest IS: NKFIDM_01474 at 1448 bp
NKFIDM_01473 (ABC transporter permease subunit) — nearest IS: NKFIDM_01474 at 588 bp
NKFIDM_01497 (Sugar ABC transporter permease) — nearest IS: NKFIDM_01495 at 1992 bp
NKFIDM_01498 (Carbohydrate ABC transporter permease) — nearest IS: NKFIDM_01495 at 2884 bp
NKFIDM_01571 (ABC transporter permease subunit) — nearest IS: NKFIDM_01568 at 2522 bp
NKFIDM_01572 (ABC transporter family protein) — nearest IS: NKFIDM_01568 at 3336 bp
NKFIDM_01659 (Sulfate ABC transporter ATP-binding protein) — nearest IS: NKFIDM_01663 at 4202 bp
NKFIDM_01661 (ABC transporter family protein) — nearest IS: NKFIDM_01663 at 1668 bp
NKFIDM_01666 (glutamate racemase) — nearest IS: NKFIDM_01663 at 1937 bp
NKFIDM_01826 (bifunctional 3-deoxy-7-phosphoheptulonate synthase) — nearest IS: NKFIDM_01828 at 2293 bp
NKFIDM_01827 (type I glutamate--ammonia ligase) — nearest IS: NKFIDM_01828 at 617 bp
NKFIDM_01831 (ABC transporter permease subunit) — nearest IS: NKFIDM_01828 at 3358 bp
NKFIDM_01924 (ribose ABC transporter substrate-binding protein R) — nearest IS: NKFIDM_01929 at 3238 bp
NKFIDM_01925 (Ribose ABC transporter permease) — nearest IS: NKFIDM_01929 at 2299 bp
NKFIDM_02031 (phosphate ABC transporter permease subunit PstC) — nearest IS: NKFIDM_02034 at 1966 bp
NKFIDM_02032 (phosphate ABC transporter permease PstA) — nearest IS: NKFIDM_02034 at 1082 bp
NKFIDM_02033 (phosphate ABC transporter ATP-binding protein PstB) — nearest IS: NKFIDM_02034 at 311 bp
NKFIDM_02039 (ABC transporter permease subunit) — nearest IS: NKFIDM_02034 at 2886 bp
NKFIDM_02040 (ABC transporter permease subunit) — nearest IS: NKFIDM_02034 at 3742 bp
NKFIDM_02099 (putative multidrug resistance protein NorM) — nearest IS: NKFIDM_02102 at 2133 bp
NKFIDM_02252 (Glutamate/Leucine/Phenylalanine/Valine dehydrogena) — nearest IS: NKFIDM_02251 at 242 bp
NKFIDM_02300 (Iron chelate uptake ABC transporter family permeas) — nearest IS: NKFIDM_02299 at 306 bp
NKFIDM_02301 (ABC transporter family protein) — nearest IS: NKFIDM_02299 at 1390 bp
NKFIDM_02302 (ABC transporter substrate-binding protein) — nearest IS: NKFIDM_02299 at 2168 bp
NKFIDM_02465 (ABC transporter permease subunit) — nearest IS: NKFIDM_02467 at 1388 bp
NKFIDM_02726 (glutamate-5-semialdehyde dehydrogenase) — nearest IS: NKFIDM_02728 at 1882 bp
NKFIDM_02727 (Glutamate 5-kinase) — nearest IS: NKFIDM_02728 at 746 bp
NKFIDM_02762 (molybdate ABC transporter permease subunit) — nearest IS: NKFIDM_02761 at 416 bp
NKFIDM_02763 (molybdate ABC transporter substrate-binding protei) — nearest IS: NKFIDM_02761 at 1100 bp
NKFIDM_02774 (formate-dependent phosphoribosylglycinamide formyl) — nearest IS: NKFIDM_02776 at 976 bp
NKFIDM_02780 (ABC transporter family protein) — nearest IS: NKFIDM_02776 at 4320 bp
NKFIDM_02789 (galactose/methyl galactoside ABC transporter perme) — nearest IS: NKFIDM_02790 at 514 bp
NKFIDM_02916 (Drug resistance MFS transporter, drug:H+ antiporte) — nearest IS: NKFIDM_02920 at 2878 bp
NKFIDM_02918 (ABC transporter permease) — nearest IS: NKFIDM_02920 at 1039 bp
NKFIDM_02919 (ABC transporter family protein) — nearest IS: NKFIDM_02920 at 323 bp
NKFIDM_02961 (MFS transporter) — nearest IS: NKFIDM_02965 at 3086 bp
NKFIDM_03041 (MFS transporter) — nearest IS: NKFIDM_03047 at 4434 bp
NKFIDM_03043 (ABC transporter family protein) — nearest IS: NKFIDM_03047 at 2624 bp
NKFIDM_03045 (ABC transporter family protein) — nearest IS: NKFIDM_03047 at 1219 bp
NKFIDM_03048 (Sugar ABC transporter substrate-binding protein) — nearest IS: NKFIDM_03047 at 271 bp
NKFIDM_03049 (ABC transporter permease subunit) — nearest IS: NKFIDM_03047 at 1876 bp
NKFIDM_03050 (ABC transporter permease subunit) — nearest IS: NKFIDM_03047 at 2826 bp
NKFIDM_03156 (ABC transporter permease subunit) — nearest IS: NKFIDM_03158 at 1292 bp
NKFIDM_03157 (Arginine ABC transporter, ATP-binding protein ArtM) — nearest IS: NKFIDM_03158 at 583 bp
NKFIDM_03188 (MerR family DNA-binding transcriptional regulator) — nearest IS: NKFIDM_03191 at 1486 bp
NKFIDM_03361 (Sodium:proton antiporter) — nearest IS: NKFIDM_03364 at 1953 bp
NKFIDM_03466 (ABC transporter permease subunit) — nearest IS: NKFIDM_03467 at 542 bp
NKFIDM_03556 (ABC transporter permease) — nearest IS: NKFIDM_03550 at 2488 bp
NKFIDM_03621 (fluoride efflux transporter CrcB) — nearest IS: NKFIDM_03617 at 2948 bp
NKFIDM_03622 (fluoride efflux transporter CrcB) — nearest IS: NKFIDM_03617 at 3334 bp
NKFIDM_03804 (ABC transporter domain-containing protein) — nearest IS: NKFIDM_03803 at 583 bp
NKFIDM_03805 (ABC transporter domain-containing protein) — nearest IS: NKFIDM_03803 at 1542 bp
NKFIDM_03807 (ABC transporter substrate-binding protein) — nearest IS: NKFIDM_03803 at 3899 bp
NKFIDM_04321 (MerR family transcriptional regulator) — nearest IS: NKFIDM_04325 at 3362 bp
NKFIDM_04493 (ABC transporter permease subunit) — nearest IS: NKFIDM_04490 at 1964 bp
NKFIDM_04524 (ABC transporter family protein) — nearest IS: NKFIDM_04528 at 4402 bp
NKFIDM_04526 (ABC transporter transmembrane region family protei) — nearest IS: NKFIDM_04528 at 558 bp
NKFIDM_04541 (ABC transporter permease subunit) — nearest IS: NKFIDM_04539 at 1199 bp
NKFIDM_04665 (Polysaccharide ABC transporter ATP-binding protein) — nearest IS: NKFIDM_04668 at 4654 bp
NKFIDM_04671 (carbamate kinase) — nearest IS: NKFIDM_04668 at 3357 bp
NKFIDM_04672 (arginine-ornithine antiporter) — nearest IS: NKFIDM_04668 at 4357 bp
NKFIDM_04776 (Drug resistance MFS transporter, drug:H+ antiporte) — nearest IS: NKFIDM_04780 at 2140 bp
NKFIDM_04777 (MarR family protein) — nearest IS: NKFIDM_04780 at 1700 bp
NKFIDM_04781 (Carbohydrate ABC transporter substrate-binding pro) — nearest IS: NKFIDM_04780 at 651 bp
NKFIDM_05031 (UDP-N-acetylmuramate--L-alanine ligase) — nearest IS: NKFIDM_05030 at 638 bp
NKFIDM_05061 (Dipeptide ABC transporter, permease protein DppB) — nearest IS: NKFIDM_05059 at 1400 bp
NKFIDM_05063 (ABC transporter domain-containing protein) — nearest IS: NKFIDM_05059 at 4187 bp
NKFIDM_05157 (MerR regulatory family protein) — nearest IS: NKFIDM_05158 at 458 bp
NKFIDM_05216 (MFS transporter) — nearest IS: NKFIDM_05222 at 2404 bp
NKFIDM_05565 (ABC transporter permease) — nearest IS: NKFIDM_05561 at 4572 bp
NKFIDM_05600 (ABC transporter permease subunit) — nearest IS: NKFIDM_05604 at 3684 bp
NKFIDM_05601 (ABC transporter permease subunit) — nearest IS: NKFIDM_05604 at 2761 bp
NKFIDM_05652 (ABC transporter permease) — nearest IS: NKFIDM_05658 at 2242 bp
NKFIDM_05666 (carbohydrate ABC transporter permease) — nearest IS: NKFIDM_05658 at 4990 bp
NKFIDM_05669 (MarR family protein) — nearest IS: NKFIDM_05671 at 1319 bp
NKFIDM_05675 (MarR family winged helix-turn-helix transcriptiona) — nearest IS: NKFIDM_05671 at 3144 bp
NKFIDM_05998 (ABC transporter permease subunit) — nearest IS: NKFIDM_06000 at 1089 bp
NKFIDM_06007 (ABC transporter family protein) — nearest IS: NKFIDM_06004 at 2367 bp
NKFIDM_06008 (ABC transporter permease subunit) — nearest IS: NKFIDM_06004 at 3460 bp
NKFIDM_06126 (MFS transporter) — nearest IS: NKFIDM_06123 at 2258 bp
NKFIDM_06161 (ABC transporter ATP-binding protein) — nearest IS: NKFIDM_06158 at 3038 bp
NKFIDM_06162 (ABC transporter family protein) — nearest IS: NKFIDM_06158 at 4963 bp
NKFIDM_06202 (DHA2 family efflux MFS transporter permease subuni) — nearest IS: NKFIDM_06206 at 3343 bp
NKFIDM_06209 (MarR family protein) — nearest IS: NKFIDM_06206 at 1193 bp
NKFIDM_06297 (ABC transporter permease subunit) — nearest IS: NKFIDM_06295 at 1624 bp
NKFIDM_06298 (ABC transporter permease subunit) — nearest IS: NKFIDM_06295 at 2457 bp
NKFIDM_06321 (RND transporter) — nearest IS: NKFIDM_06326 at 4082 bp
NKFIDM_06322 (ABC transporter permease subunit) — nearest IS: NKFIDM_06326 at 3192 bp
NKFIDM_06359 (putative multidrug resistance protein NorM) — nearest IS: NKFIDM_06361 at 1685 bp
NKFIDM_06574 (MATE family efflux transporter) — nearest IS: NKFIDM_06576 at 1577 bp
NKFIDM_06578 (ABC transporter family protein) — nearest IS: NKFIDM_06576 at 1040 bp
NKFIDM_06580 (MarR family transcriptional regulator) — nearest IS: NKFIDM_06576 at 2791 bp
NKFIDM_06635 (ABC transporter permease subunit) — nearest IS: NKFIDM_06632 at 3216 bp

## Duplicated efflux genes (M5 vs I6)
ABC transporter substrate-binding protein: M5=21, I6=111
oligopeptide ABC transporter permease: M5=2, I6=1
ABC transporter domain-containing protein: M5=8, I6=0
ABC transporter permease subunit: M5=110, I6=6
ABC transporter permease: M5=22, I6=107
ABC transporter family protein: M5=84, I6=0
Sugar ABC transporter ATP-binding protein: M5=4, I6=0
MFS transporter: M5=30, I6=75
MerR regulatory family protein: M5=4, I6=0
MerR family transcriptional regulator: M5=14, I6=18
Carbohydrate ABC transporter permease: M5=2, I6=0
ABC transporter, permease protein: M5=3, I6=0
ABC transporter ATP-binding protein: M5=8, I6=109
Efflux RND transporter periplasmic adaptor subunit: M5=4, I6=0
AcrB/AcrD/AcrF family protein: M5=2, I6=0
Sugar ABC transporter permease: M5=3, I6=0
putative multidrug resistance protein NorM: M5=4, I6=0
D-glutamate N-acetyltransferase-like C-terminal domain-containing protein: M5=2, I6=0
3-phosphoshikimate 1-carboxyvinyltransferase: M5=2, I6=2
MATE efflux family protein: M5=4, I6=0
Drug resistance MFS transporter, drug:H+ antiporter-2 family protein: M5=6, I6=0
MarR family protein: M5=11, I6=0
Bacterial ABC transporter EcsB family protein: M5=2, I6=0
5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase: M5=2, I6=2
glutamate-1-semialdehyde 2,1-aminomutase: M5=2, I6=0
MFS-type transporter YcnB: M5=2, I6=0
Efflux transporter, RND family, MFP subunit: M5=2, I6=0
glutamate racemase: M5=2, I6=2
bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase: M5=2, I6=1
type I glutamate--ammonia ligase: M5=2, I6=2
phosphate ABC transporter ATP-binding protein PstB: M5=2, I6=2
nickel ABC transporter substrate-binding protein: M5=2, I6=0
nickel ABC transporter permease: M5=2, I6=0
Small Multidrug Resistance family protein: M5=2, I6=0
Iron chelate uptake ABC transporter family permease subunit: M5=3, I6=0
Chromate transporter: M5=2, I6=0
MarR family transcriptional regulator: M5=7, I6=5
Sugar ABC transporter substrate-binding protein: M5=2, I6=0
DHA2 family efflux MFS transporter permease subunit: M5=6, I6=6
Sodium:proton antiporter: M5=2, I6=0
fluoride efflux transporter CrcB: M5=2, I6=2
Protein-glutamate methylesterase/protein-glutamine glutaminase: M5=2, I6=0
protein-glutamate O-methyltransferase: M5=2, I6=0
Formate/nitrite transporter family protein: M5=2, I6=0
UDP-N-acetylmuramate dehydrogenase: M5=2, I6=2
Carbohydrate ABC transporter substrate-binding protein: M5=2, I6=0
HTH marR-type domain-containing protein: M5=2, I6=0
phosphonate ABC transporter, permease protein PhnE: M5=2, I6=0
